Serial Number,Dataset Name,Resource ID,Published Date,Number of Rows,Number of Columns
132,Number of national highways in the country and their length (in reply to unstarred question on 21-11-2016)(From:Ministry of Road Transport & Highways) - Andhra Pradesh,ea575d0d-bf2b-43e9-bff8-3474831d72d9,2023-10-20,396,0
133,Details of funds released to the states and utilization of fund for setting up of Institute of Driving and Training Research (IDTR) during 2013-14 to 2015-16(From:Ministry of Road Transport & Highways) - Arunachal Pradesh,51e95ec5-54e7-4a8c-a3b8-1f7ce92bf7a3,2023-10-20,397,0
134,Details of funds released to the state sand agencies authorized by the states for setting up of Inspection and Certification (I & C) centre during 2013-14 to 2015-16(From:Ministry of Road Transport & Highways) - Assam,47355f5b-1b33-4e6d-a15f-14438dcb8e52,2023-10-20,180,0
135,State / union territory-wise and lane-wise distribution of NH length in km (provisional) (in reply to unstarred question on 21-11-2016)(From:Ministry of Road Transport & Highways) - Bihar,d624d75f-a732-445e-b444-3a79d51e8a91,2023-10-20,473,0
136,Details of two lane national highways when fee is collected (in reply to unstarred question on 05-12-2016)(From:Ministry of Road Transport & Highways) - Chhattisgarh,6ccb5198-29d4-4d25-9aad-a08d96b53fbe,2023-10-20,268,0
137,The details of funds allocated for maintenance and repair of national highways during 2013-14 to 2015-16(From:Ministry of Road Transport & Highways) - Goa,eaf77a2c-65df-4377-8e69-dcf62d92fd2f,2023-10-20,443,0
138,Scheme-wise Details of Funds Allocated for National Highways Authority of India (NHAI) and Release/Actuals from 2014-15 to 2018-19 (From : Ministry of Road Transport and Highways) - Gujarat,a0f949bd-d1a8-4d35-abef-3faf930eb0fb,2023-10-20,344,0
139,Details of National Highways Works in Tamilnadu (in reply to Unstarred Question on 30 July 2018) (From : Ministry of Road Transport and Highways) - Haryana,44f1a1a8-0945-41b1-b319-eedaba30f4d4,2023-10-20,468,0
140,National Waterways which are Operational/Navigable for Transportation (in reply to Unstarred Question on 30 July 2018) (From : Ministry of Shipping) - Himachal Pradesh,d660895f-096b-41af-bd84-c7af2072451f,2023-10-20,140,0
141,Details of National Highways in Tamil Nadu (in reply to Starred question on 30 July 2018) (From : Ministry of Road Transport and Highways),744914dc-c1d3-4f0d-acdb-a1395e88e629,2023-10-20,268,0
142,"Details of Accidents Occured, Fatalities and Injuries on the NH Stretches in Tamil Nadu from 2015 to 2018 (From : Ministry of Road Transport and Highways)",8b1102ef-5eac-4da4-9451-dc5702e9153b,2023-10-20,80,0
143,Year-wise details of accidents along with the persons who died or got injured on NH-29 from April-2017 to June-18 (From : Ministry of Road Transport and Highways) - Jharkhand,6f9d1ca5-1f54-467e-8266-ef3caebb6692,2023-10-20,302,0
144,State-wise Fund Released for Setting Up of Institute of Driver Training and Research (in reply to Unstarred Question on 23.07.2018) (From : Ministry of Road Transport and Highways) - Karnataka,7d1f5ca1-886d-4289-a264-730de7a282b2,2023-10-20,102,0
145,"State/UT-wise Accidents, persons killed & Injured due to potholes from 2015 to 2017 (From : Ministry of Road Transport and Highways) - Kerala",885ca577-958d-44ab-8eb2-dfd022239089,2023-10-20,278,0
146,State/UT-wise Fund Released for Setting Up of Inspection and Certification Centres (in reply to Unstarred Question on 23.07.2018) (From : Ministry of Road Transport and Highways) - Madhya Pradesh,cdb79e8d-d581-40c1-8423-96b8d407419a,2023-10-20,372,0
147,Green field stretches identified for connecting major industrial and manufacturing hubs (In Reply to Unstarred Question on 23.07.2018) (From : Ministry of Road Transport and Highways) - Maharashtra,a9a99ae2-2d12-47b4-858f-cb0863089486,2023-10-20,218,0
148,Year-wise allocations of funds for development and maintenance of NHs from 2012-13 to 2016-17 (From : Ministry of Road Transport and Highways) - Manipur,7160cf2e-8943-4724-a5a3-c1f95bc9bb91,2023-10-20,368,0
149,State-wise Funds provided to the State Governments under NHARSS for procurement of (BLSA) during 2015-16 (From : Ministry of Road Transport and Highways) - Meghalaya,039cc0ee-70c3-4d70-86b8-fefca90630ef,2023-10-20,238,0
150,Year-wise Total number of persons killed due to potholes in road accidents from 2015 to 2017 (From : Ministry of Road Transport and Highways) - Mizoram,fdc3ce37-5b35-4173-939b-83234ff6a2e8,2023-10-20,170,0
151,Details of National Highways vis-a-vis detail of the districts in the State of Rajasthan (in reply to Unstarred Question on 23.07.2018) (From : Ministry of Road Transport and Highways),b7338d04-9679-451c-8303-708917c2545e,2023-10-20,334,0
152,State-wise financial assistance to State Govts. for purchase of Breath Analyzers during 2015-16 and 2016-17 (From : Ministry of Road Transport and Highways) - Nagaland,6f37e08f-3423-4345-87dc-c8d67095a220,2023-10-20,418,0
153,State/UT-wise length of NHs and their lane-wise distribution (in reply to Unstarred Question on 23.07.2018) (From : Ministry of Road Transport and Highways) - Odisha,0945147c-b5d2-425b-b2dd-cacb5a8b778f,2023-10-20,246,0
154,State/UT-wise Allocation for Repair and Maintenance of National Highways from 2015-16 to 2017-18 (From : Ministry of Road Transport and Highways) - Punjab,1691e29b-a6b3-4f8c-b397-d3e8d363300c,2023-10-20,306,0
155,Year-wise the details of rate of National Highway construction in terms of km per day from 2011-12 to 2017-18 (From : Ministry of Road Transport and Highways) - Rajasthan,06584600-04e5-4449-b91f-871baa2122d4,2023-10-20,353,0
156,State-wise Details of Installed Capacity of Bio-CNG Projects Including Projects Set up under Sustainable Alternative Towards Affordable Transportation (SATAT) Initiative Commissioned as on 31-12-2022 - Sikkim,b1de9e13-c541-4aff-b10c-684799531f4c,2023-07-03,396,0
157,Mode of Transport-wise Number of Persons Died in Road Accidents in India during 2021 - Tamil Nadu,db7d2838-bb30-4bdc-b369-0ab725a28f3e,2023-04-25,276,0
158,Mode of Transport - wise Number of Persons Died in Road Accidents in India during 2020,d77f8da0-1615-4e3b-8060-2273f6d06a63,2023-03-19,144,0
159,Mode of Transport-wise Persons Died in Road Accidents during 2019 - Tripura,2656022b-2dca-492d-923a-4221376c4740,2023-03-19,396,0
160,"State/UT, City & Mode of Transport-wise Persons Died in Road Accidents during 2019 - Uttar Pradesh",b585363e-045f-455a-8648-9923183078ee,2023-03-19,55,0
161,Year-wise Details of Coal Transported through Railways in the Past from 2017-18 to 2021-22 - Uttarakhand,c1e8ef92-b8e8-42b9-850e-3edd57a1897f,2023-03-02,136,0
162,State/UT-wise Total Number of Road Accidents and Road Accidents due to Intake of Alcohol during 2016 (From: Ministry of Road Transport and Highways) - West Bengal,495a9318-040f-4641-b4de-ff8e100fd4c1,2023-02-16,226,0
163,Details of the stretches identified by National Highways and Infrastructure Development Corporation Limited (NHIDCL) (From: Ministry of Road Transport And Highways) - Andaman and Nicobar Islands,75041327-4163-43f7-9f0a-b99068febd3b,2023-01-14,477,0
164,Survey of toll Plazas on Road Projects as on 05.02.2015 (From: Ministry of Road Transport And Highways) - Chandigarh,d342fda5-9b6c-48f9-9844-246058c1625f,2023-01-14,356,0
165,"Project-wise Total Cost Construction of Flyovers/Elevated Corridors Sanctioned on National Highways to Improve Traffic Flow/Transportation in Hyderabad in Different Stages of Bidding/Progress (in reply to Unstarred Question on 3 August, 2022) - Dadra and Nagar Haveli",2b8a7c73-7419-492e-8180-a1d9f16f38be,2023-01-12,107,0
166,"Year-wise Total Accrual/Allocation of Funds and Funds Released/Expenditure Incurred for the Ministry for Central Sector Road, Road Transport Sector and State Roads under the CRIF from 2018-19 to 2020-21 - Daman and Diu",4fa5c385-3ed1-4f06-93f5-e250ba319016,2022-12-25,130,0
167,Toll Tax Collection Centers along with the Details of toll collection contractors & Toll fee collection in the State of Telangana from 2013-14 to 2015-16 (From: Ministry of Road Transport and Highways),e5a66e43-d194-4e37-810a-9c975ab5ce61,2022-11-20,274,0
168,Revenue Realised from Road Transport States from 1950-51 to 2015-16 - Lakshadweep,a8d072a7-ed3f-451c-b7a1-f75d6502f4aa,2022-11-18,353,0
169,"State/UT-wise Cities Selected and Being Funded for Pilot Project of Electric/Hybrid Public Transport (in reply to Unstarred Question on 19 September, 2020) (From: Ministry of Heavy Industries & Public Enterprises) - Delhi",195c1c9f-8881-49b1-a4dc-a8b87edf93c6,2022-11-17,433,0
170,"Subsidiary-wise E-surveillance through GPS based VTS System Provided in (CIL) Subsidiaries to Monitor Movement of Coal Transportation (in reply to Unstarred Question on 28 March, 2022) - Puducherry",ccb8170e-425b-40b8-8c85-6d628fd6b2a0,2022-09-15,277,0
171,Year-wise Expenditures of Transportation of Water from 2019-20 to 2021-22 - Ladakh,848dc7a0-2d39-4b98-9863-c2995bac1199,2022-09-15,405,0
172,State-wise Works Sanctioned by Ministry of Road Transport and Highways in the North Eastern Region from 2016-17 to 2020-21 - Andhra Pradesh,0401b9bf-2898-4b42-b1a4-f127645106fc,2022-07-22,347,0
173,"Year-wise Budget Allocated and Fund Released as Food Subsidy to FCI, Food Subsidy to DCP States and Central Assistance for Expenditure incurred towards Intra-State Transportation and Handling and FPS Dealers Margins from 2017-18 to 2021-22 - Arunachal Pradesh",9b188370-1ab5-4e84-b3e4-2f68f55baff5,2022-07-29,467,0
174,"Category-wise Total Number of Electric Cars and Other Vehicles (Transport and Non-transport vehicles ) in India, as per VAHAN 4.0 (in reply to Unstarred Question on 09 August, 2021) - Assam",0d2dddae-fa47-423f-9fa8-1991bf4b4c31,2022-04-26,184,0
175,Year-wise Registered Illegal Sand Mining/Transportation/Storage & Action taken from 2020-21 and 2021-22 - Bihar,9faa55d7-e617-4307-ae6e-5fad188b85bb,2022-04-26,200,0
176,"State-wise the Projects which are Delayed (in reply to Unstarred Question on 15 March, 2021) (From: Ministry of Road Transport and Highways) - Chhattisgarh",013b0dd1-858a-4294-a039-c653db24312e,2022-02-26,106,0
177,Year-wise Amount Remitted from Tendering of Public Funded Fee Plazas from 2014-15 to 2019-20 (From: Ministry of Road Transport and Highways ) - Goa,9425e7ac-5683-47a6-b6ee-31877f03a932,2022-02-25,470,0
178,"Year-wise Total Amount Collected from Tendering of Fee Plaza (Public Funded, BOT, OMT & TOT) from 2014-15 to 2019-20 (From: Ministry of Road Transport and Highways ) - Gujarat",aa8bc7dc-2a69-4574-ba8c-b3e38c4132f6,2022-02-25,79,0
179,"District-wise the proposed schemes regarding National Highway projects for Punjab (in reply to Unstarred Question on 8 February, 2021) (From: Ministry of Road Transport and Highways)",5571cd78-741c-4a24-98cd-3c1cce92744a,2022-02-26,235,0
180,"Vehicle Category-wise Number of Vehicles ""on road"", Type wise, as per Centralized Vahan 4 Database as on 31st March 2020 (From: Ministry of Road Transport and Highways) - Haryana",acc47f59-14c3-4755-9d50-f7c01219690f,2022-02-25,331,0
181,Funds Disbursed towards Transport Sector by NSTFDC from 2017-18 to 2019-20 (From: Ministry of Tribal Affairs) - Himachal Pradesh,79ea3dad-b306-49f2-b07c-fa2142f8066d,2021-11-23,294,0
182,State/UT-wise Number of National Highways projects which are under construction as on 31.12.2020 (From: Ministry of Road Transport and Highways) - Jharkhand,602b1c88-eb78-4b23-a463-877a9433a880,2021-09-17,477,0
183,State-wise Number of NH and Road Projects relating that are included in National Infrastructure Pipeline and the Capital Outlay for these Projects for the years 2020 to 2024 (From: Ministry of Road Transport and Highways) - Karnataka,b358bfbb-1eee-4e3f-9ebd-956cae5040a7,2022-02-26,478,0
184,"National Waterways Operational with Inland Water Transport during 2019-20 (From: Ministry of Ports, Shipping and Waterways) - Kerala",e35f8a2e-23de-4b23-b6fb-970a962a25b3,2022-02-25,476,0
185,Year-wise Length (Exclusive of Improvement of Riding Quality Programme (IRQP) Works) of New National Highway Constructed in the Entire Country from 2015-16 to 2019-20 (From: Ministry of Road Transport and Highways) - Madhya Pradesh,2b1a78a7-3d44-431c-9551-6dabe51af3ed,2022-02-25,77,0
186,"Work-wise Ongoing National Highway Projects in the State of Chhattisgarh (in reply to Unstarred Question on 15 March, 2021) (From: Ministry of Road Transport and Highways)",365650cc-5846-4035-891b-577e6e485dc8,2022-02-26,71,0
187,"Number of road accidents, persons killed & persons injured in Odisha as per data received from police department from 2017 to 2019 (From: Ministry of Road Transport and Highways)",0fe47e92-a207-497c-90ce-a6f50ff5b9e0,2022-02-26,219,0
188,State-wise Total Length of National Highways (NHs) during 2014 (From: Ministry of Road Transport and Highways) - Maharashtra,cd9799b8-99e1-4fb9-93d5-db09e16f375d,2022-02-26,92,0
189,State-wise NH Projects Completed from April-2014 Onwards (From: Ministry of Road Transport and Highways) - Manipur,391a4e74-a897-4ac1-89ff-142df7dce2e7,2022-02-26,471,0
190,Road Works Upgraded/Renovated and Long Span Bridges (LSBs) Completed Across the Country under various Verticals of PMGSY as on 18.03.2021 (From: Ministry of Road Transport and Highways) - Meghalaya,e9ac070b-9bd8-4a5a-a29c-5200fe19aeaa,2022-02-25,110,0
191,Year-wise Number of Fee Plazas Enabled with FASTag from 2018 to 2021 (From: Ministry of Road Transport and Highways) - Mizoram,a0cb87a6-97d0-4e02-be35-8c2f70c238bd,2022-02-25,107,0
192,Road Safety Audit carried out in Odisha on National Highways from 2018 to 2020 (From: Ministry of Road Transport and Highways),149571ca-e837-4cad-b5df-7d12bc5456e1,2021-12-09,308,0
193,"State/UT-wise Expenditure incurred during COVID-19 Pandemic in 2020-21 since April, 2020 to December, 2020. (From: Ministry of Road Transport and Highways) - Nagaland",e648e17b-22d3-4ec2-97ad-45932bdd9b1c,2021-10-27,115,0
194,Year-wise Road Accidents on all Roads from 2016 to 2019 (From: Ministry of Road Transport and Highways) - Odisha,3e9122cb-179a-47d2-a328-b289ae799da3,2022-02-25,198,0
195,"State/UT-wise NH Length constructed during COVID-19 Pandemic in 2020-21 since April, 2020 to December, 2020 (From: Ministry of Road Transport and Highways) - Punjab",d8248b39-8d72-4e50-8818-178b3bdb8ae1,2021-11-23,472,0
196,State/UT & City-wise Mode of Transport - wise Number of Persons Died in Road Accidents during 2020,83e44846-2468-4998-877c-237e218ece40,2021-12-22,336,0
197,State/UT-wise Details of Funds Allocated/Utilized for development of National Highways from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways) - Sikkim,74f7ee14-a2bf-4913-a239-1f7f0331d8af,2021-09-23,137,0
198,Year-wise 17 Road Widening and Strengthening Works in 13 National Highways (NHs) Completed and Amount spent on them in Jharkhand from 2015-16 to 2019-20 (From: Ministry of Road Transport and Highways),9c93cd24-d196-4d02-b6a3-b62a43ec1d60,2021-07-28,139,0
199,"Percentage of Foodgrains getting Non-Issuable (Damaged) in FCI during Storage and Transportation due to various Reasons from 2017-18 to 2020-21 (From: Ministry of Consumer Affairs, Food & Public Distribution) - Tamil Nadu",b6527929-223c-440d-8515-92643a3926f2,2021-07-28,110,0
200,State/UT-wise Total Number of Road Accidents due to Drunken Driving in India from 2017 to 2019 (From: Ministry of Road Transport and Highways) - Telangana,433244ce-58af-400a-b3e5-0a9b6276a5a8,2021-07-28,477,0
201,Details of Accrual/Allocation of Funds and Funds Released/Expenditure Incurred under CRIF and EI&ISC Schemes during 2019-20 and 2020-21 (From: Ministry of Road Transport and Highways) - Tripura,b411a5ae-987d-49c7-b32b-eaa4629f883b,2021-07-29,356,0
202,Year-wise details of Projects on NHs Awarded and Length Constructed during 2019-20 and 2020-21 (From: Ministry of Road Transport and Highways) - Uttar Pradesh,4fe1e0b8-0e12-4186-8e80-9462833f9fc7,2021-07-29,126,0
203,Percentage Distribution of Destination Country-wise Departures of Indian National According Mode of Transport during 2019 - Uttarakhand,366f0a62-0744-499f-847e-8d6014571cab,2021-06-24,187,0
204,Nationality-wise Percentage Distribution of Foreign Tourist Arrivals (FTAs) in India by mode of Transport during 2019 - West Bengal,4914bfb2-0748-408f-847d-c81cd18c50c4,2021-06-24,330,0
205,"State/UT-wise State Roads Notified as NHs in the Country during April, 2014 (From: Ministry of Road Transport and Highways) - Andaman and Nicobar Islands",d21486ea-fb20-47df-bee9-6651dde03d3f,2021-03-04,168,0
206,All India level Road Accidents on Highways as per Information Received from Police Departments from 2015 to 2017 (From: Ministry of Road Transport and Highways) - Chandigarh,31026cbf-1b79-43ad-bf14-40ec562a0896,2021-03-04,309,0
207,Number of Road Accidents on National Highways and State Highways from 2015 to 2017 (From: Ministry of Road Transport and Highways) - Dadra and Nagar Haveli,afe22e39-ecd1-4a4d-8141-c6dcba501de6,2021-03-04,339,0
208,"Details of Approved Bharatmala Pariyojana Phase-I in October, 2017 (From: Ministry of Road Transport and Highways) - Daman and Diu",ea0e04e6-611e-4414-a917-0a70ade19a5c,2021-03-04,244,0
209,State/UT-wise Number of Road Accidents on National Highways (NHs) and State Highways (SHs) from 2015 to 2017 (From: Ministry of Road Transport and Highways) - Lakshadweep,087e0ccd-c48a-4c30-bab9-65480dffd779,2021-03-04,434,0
210,Amount Spent on the Construction of National Highways from 2016-17 to 2018-19 (From: Ministry of Road Transport and Highways) - Delhi,9e3c09ea-e883-4c70-86ac-4bb84a21fbbe,2021-03-04,263,0
211,Length of National Highways Constructed from 2016-17 to 2018-19 (From: Ministry of Road Transport and Highways) - Puducherry,1bca6692-53b8-4d6f-aac4-e915843bfd8a,2021-03-04,64,0
212,State-wise Funds Allocated to Ministry of Road Transport & Highways under Nirbhaya Fund from 2017-18 to 2018-19 (From: Ministry of Women and Child Development) - Ladakh,48c17b7f-5ab0-49fb-9414-e83b4acac3ed,2021-03-04,209,0
213,"Number of Road Accidents Occurred, Persons Killed and Injured on National Highways in Rajasthan from 2015 to 2017 (From: Ministry of Road Transport and Highways)",e5071ada-e29c-4432-af06-03aa388b345c,2021-03-04,173,0
214,State/UT-wise Roads Constructed under Central Road Fund (CRF) and EI & ISC schemes from 2016-17 to 2018-19 (From : Ministry of Road Transport and Highways) - Andhra Pradesh,b0f3fe3a-acaf-4498-9449-d4f3561b8ea8,2021-03-04,89,0
215,Number of State Roads Declared as New National Highways from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways) - Arunachal Pradesh,420ef44d-2596-49aa-915a-6ebe10b2b923,2021-03-04,53,0
216,Number of Accidents on National Highways as per Information Received from Police Departments from 2015 to 2017 (From: Ministry of Road Transport and Highways) - Assam,7797dce8-5aa3-4e3f-8506-3fa42908e16f,2021-03-04,72,0
217,Number of Road Accident in Drunken Driving/Consumption of Alcohol & Drug in India including Uttar Pradesh from 2015 to 2017 (From: Ministry of Road Transport and Highways),02440d25-38d6-4c5f-951e-0eda70889084,2021-03-03,473,0
218,Number of Persons Killed under the Category Potholes as per Information from Police department of all States/UTs during 2016 and 2017 (From: Ministry of Road Transport and Highways) - Bihar,2618984b-6605-45a4-8b3f-366555949b2b,2021-03-03,335,0
219,"Delayed National Highway Projects in the State of Jharkhand (in reply Ustarred Question on 15 July, 2019) (From: Ministry of Road Transport and Highways)",2cd07bf6-4c60-4127-90a5-d2c384103b30,2021-03-03,283,0
220,Number of Persons killed under Construction of the Roads as per Information from Police department of all States/UTs during 2016 and 2017 (From: Ministry of Road Transport and Highways) - Chhattisgarh,d6182e6c-1660-4a16-95fd-d2266ede27fb,2021-03-03,402,0
221,"State/UT Scheme-wise Delayed National Highways Projects Under State PWD (NH(O)/LWE/ES&IC etc.) as on 31st March, 2019 (From: Ministry of Road Transport and Highways) - Goa",fc2a415f-e129-4e7f-a86c-82708058067f,2021-03-03,459,0
222,State/UT-wise Proposals Received for Periodical Renewals (PR)/Improvement of Riding Quality Programme (IRQP) and Proposals Sanctioned from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways) - Gujarat,04e47291-5544-404a-9fc1-2f7bba5317b6,2021-03-03,166,0
223,Number of road Accidents on National Highways in the Country from 2015 to 2018 (From : Ministry of Road Transport and Highways) - Haryana,3258b37e-0b0a-4b86-9168-763b5fed6e51,2020-01-06,255,0
224,Funds Allocated for the Development and Maintenance of National Highways (NHs) in Karnataka from 2016-17 to 2018-19 (From: Ministry of Road Transport and Highways),b3f220f1-1433-46de-9686-f58a974f487f,2021-03-04,423,0
225,Year-wise total Number of Road Accidents from 1970 to 2018 (From: Ministry of Road Transport and Highways) - Himachal Pradesh,b4ac5480-dab5-46a7-94ba-63c8bac093d9,2021-03-02,389,0
226,Details of NH Length Constructed per day from 2014-15 to 2019-20 (From: Ministry of Road Transport and Highways) - Jharkhand,71b23ed4-7834-4af0-ad22-0338b79cb7be,2021-03-02,219,0
227,Roads Constructed by National Highway Authority of India in the State of Kerala from 2016-17 to 2018-19 (From: Ministry of Road Transport and Highways),18ebe644-c368-448c-9bba-41532722288d,2021-03-02,258,0
228,"State/UT-wise National Highway Projects Including those in Karnataka Facing Time Overrun (Delayed) (in reply to Unstarred Question on 16 March, 2020) (From: Ministry of Road Transport and Highways)",66881819-6347-45dd-8871-aaae0c87f7e1,2021-03-02,56,0
229,"State/UT-wise Total Number of Road Accidents/Death Consequent to the Implementation of the Motor Vehicles (Amendment) Act, 2019 during 2018 and 2019 (From: Ministry of Road Transport and Highways) - Karnataka",93381015-b78a-41f7-8f71-5b5a57841c9f,2021-03-02,371,0
230,"National Highways & Infrastructure Development Corporation Ltd (in reply to Unstarred Question on 02 March, 2020) (From: Ministry of Road Transport and Highways) - Kerala",ccfc561f-20b6-4c21-b57a-186bc3b23cee,2021-03-02,266,0
231,Details of Fatalities in Road Accidents in the Country from 2016 to 2019 (From: Ministry of Road Transport and Highways) - Madhya Pradesh,c1669a07-2040-4a27-bc9a-621f6f758b58,2021-03-02,320,0
232,Details of Land Acquired and Expenditure made by National Highways Authority of India (NHAI) from 2014-15 to 2018-19 (From: Ministry of Road Transport and Highways) - Maharashtra,a011b8fc-7f21-48db-8e60-f6e0d190b4ef,2021-03-04,223,0
233,State/UT and Agency-wise Funds Allocated/Utilized for Maintenance and Repair of NHs from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways) - Manipur,6afa58f2-ddc5-46c0-b0cd-52af1e6aec6e,2021-03-04,301,0
234,Expenditure under Development and Maintenance over National Highways in the State of Maharashtra from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways),dfe078d8-9f7d-476e-96b0-ac79d00b8ab1,2020-10-15,162,0
235,Number of Contractual Arbitration Cases Filed from 2015-16 to 2019-20 (From: Ministry of Road Transport and Highways) - Meghalaya,17ee5c49-46d2-421d-be77-8a8813afdb43,2020-10-15,184,0
236,New National Highways Declared in the State of Uttar Pradesh from 2015-16 to 2018-19 (From: Ministry of Road Transport and Highways),7ad29300-18da-4361-8e3b-35d13db61e5a,2020-10-16,480,0
237,Quantity of Cargo Transported by Coastal Shipping (MTPA) from 2016-17 to 2018-19 (From: Ministry of Shipping) - Mizoram,2ada453e-b2bf-411a-bffd-2c10de4eafa5,2020-10-15,449,0
238,Length of National Highways Constructed along with Expenditure Incurred from 2014-15 to 2018-19 (From: Ministry of Road Transport and Highways) - Nagaland,9adf3553-abd7-4984-9716-c308661dcf3d,2020-10-16,337,0
239,National Highways Constructed and Expenditure Incurred from 2014-15 to 2018-19 (From: Ministry of Road Transport and Highways) - Odisha,fcebd2e9-7f55-4916-b373-6f12f40a39cd,2020-10-15,492,0
240,Four Laning Works on NHs Started in the state of Uttar Pradesh is Placed from 2015 to 2019 (From: Ministry of Road Transport and Highways),d569f914-b120-48fa-b0d5-389692129a73,2020-10-16,73,0
241,Construction of National Highways (NHs) in the State of West Bengal from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways),d2a4e536-3c71-4de7-b529-3a87bc63a7be,2020-10-15,460,0
242,Number of Pedestrians killed under the category of Road User from 2015 to 2018 (From: Ministry of Road Transport and Highways) - Punjab,474839bf-fe2f-4fe4-a1f0-c45938cfc9d4,2020-10-15,220,0
243,Number of Pedestrians Killed under the category of Road User from 2016 to 2018 (From: Ministry of Road Transport and Highways) - Rajasthan,6dd50fa6-7943-4117-8904-5c99e107d000,2020-10-15,224,0
244,State/UT-wise Number of Pedestrians killed under the category of Road User from 2015 to 2018 (From: Ministry of Road Transport and Highways) - Sikkim,7e4e0635-6747-4655-bda1-ea3c8dd84021,2020-10-15,178,0
245,Number of Accidents and Persons Killed due to Stray Animals on Road from 2016 to 2018 (From: Ministry of Road Transport and Highways) - Tamil Nadu,cdcdbe84-fb6a-472f-96e9-b798259787a7,2020-10-15,408,0
246,Detail of Funds Released to National Highways Authority of India (NHAI) from 2017-18 to 2019-20 (From: Ministry of Road Transport and Highways) - Telangana,547a62a5-67cc-4056-bee7-a8a343665629,2020-10-16,66,0
247,The State/UT-wise Funds Allocated Immediate Restoration and for Ensuring Traffic Worthiness of the NHs Damaged due to Rainfall/Floods during 2019-20 (From: Ministry of Road Transport and Highways) - Tripura,a0699785-1525-4dd1-9f61-db50f4f9daea,2020-10-16,135,0
248,Detail of External Budgetary Resources (IEBR) raised by National Highways Authority of India (NHAI) from 2017-18 to 2019-20 (From: Ministry of Road Transport and Highways) - Uttar Pradesh,604192f8-82ec-42c2-9d59-f6559ad20f3e,2020-10-16,181,0
249,Persons Killed According to Load Condition of involved Vehicle during 2017 and 2018 (From: Ministry of Road Transport and Highways) - Uttarakhand,49f534ad-784a-4f1e-9b16-9bd678354541,2020-10-15,128,0
250,Number of Road Accidents and Persons Killed in Road Accidents in India from 2016 to 2018 (From: Ministry of Road Transport and Highways) - West Bengal,c369eb7e-7246-49c3-95a6-21ff372cec5a,2020-10-16,148,0
251,"Funds Allocated for Development and Expenditure of National Highways Entrusted with the PWD (R&B), Government of Telangana from 2014-15 to 2019-20 (From: Ministry of Road Transport and Highways)",cd76332d-676c-4c99-bcc6-96d5cd73608e,2020-10-15,231,0
252,Number of Fatal Road Accidents in the Country from 2016 to 2018 (From: Ministry of Road Transport and Highways) - Andaman and Nicobar Islands,054537b2-ac8c-407f-b2de-c56402b4f234,2020-10-16,130,0
253,State/UT-wise Road Accident Fatalities during 2018 and 2019 (From: Ministry of Road Transport and Highways) - Chandigarh,acf9dc54-a858-4987-a54a-40a76b668f52,2020-10-15,231,0
254,State-wise Financial Assistance Provided by Government of India to State Governments for the Construction of Inter-State Bridges and Roads from 2016-17 to 2019-20 (From: Ministry of Road Transport and Highways) - Dadra and Nagar Haveli,421b6d55-be1b-42ca-94d8-c0808c5da501,2020-10-16,463,0
255,Number of Accidents and Persons killed under the Potholes on all Roads in the Country from 2014 to 2018 (From: Ministry of Road Transport and Highways) - Daman and Diu,97606f2e-d8ee-4f7a-aef6-f39d03841281,2020-10-16,392,0
256,State/UT-wise Road Accident during 2018 and 2019 (From: Ministry of Road Transport and Highways) - Lakshadweep,adf34af8-fee6-48df-8fce-1141dbe5e353,2020-10-15,160,0
257,State-wise Allocation of Funds under Economic Importance and Inter-State Connectivity Scheme during 2019-20 (From: Ministry of Road Transport and Highways) - Delhi,ee63a7a9-966f-4345-9e63-343a7fcf8af8,2020-10-16,262,0
258,Average of the Construction of National Highways from 2014-15 to 2018-19 (From: Ministry of Road Transport and Highways) - Puducherry,940671a6-8101-4a57-9aa3-c4de8bf6da3a,2020-10-16,123,0
259,State/UT-wise Number of Road Accidents under the category of Potholes on All Roads from 2014 to 2018 (From: Ministry of Road Transport and Highways) - Ladakh,31d4cdac-1727-4a4e-9ecc-9446ac1076cc,2020-10-16,372,0
260,State/UT-wise Highway Projects Approved under Bharatmala Pariyojana Phase-I during 2019 (From: Ministry of Road Transport and Highways) - Andhra Pradesh,8ab3f5a6-8a6e-4b23-b71a-0ecb4d9b6054,2020-10-16,118,0
261,State/UT-wise Number of Persons killed under the category of Potholes on Road from 2014 to 2018 (From: Ministry of Road Transport and Highways) - Arunachal Pradesh,474ad069-0063-4ed9-b517-01144d2f7c26,2020-10-16,343,0
262,Length of National Highways Constructed in Delhi - NCR from 2016-17 to 2018-19 (From: Ministry of Road Transport and Highways),94f248cc-3e80-4e17-9f64-21fd39047632,2020-10-16,453,0
263,"State/UT-wise Road Accidents, Persons Killed and injured during 2018 and 2019 (From: Ministry of Road Transport and Highways) - Assam",0b2d71f4-410b-4977-b90e-d420c55b80bd,2020-10-16,76,0
