Serial Number,Dataset Name,Resource ID,Published Date,Number of Rows,Number of Columns
129,Banks-wise Loans to Weaker Sections under Priority Sector Lending (PSL) during 2016 (From: Ministry of Finance) - Himachal Pradesh,e9c1deca-ac8d-433c-be53-27ed15e5e235,2023-12-03,84,0
130,Banks-wise Loans to Weaker Sections under Priority Sector Lending (PSL) during 2017 (From: Ministry of Finance) - Jharkhand,fa7b3914-5eeb-4900-b346-6d9b8842da7b,2023-12-03,81,0
131,Banks-wise Loans to Weaker Sections under Priority Sector Lending (PSL) during 2015 (From: Ministry of Finance) - Karnataka,30e8c56a-3d73-4473-8ffc-a271d986493a,2023-12-03,393,0
132,Bank-wise Amount of Loans Disbursed by Public Sector Banks to SC/ST Communities from 2015 to 2017 (From: Ministry of Finance) - Kerala,723465d1-37c2-4f5f-88c4-fe8b8733ced5,2023-12-03,234,0
133,Bank-wise Data of Frauds during 2015-16 to 2016-17 (From: Ministry of Finance) - Madhya Pradesh,aae34b02-f882-4b27-8093-b9dd4b12b9e4,2023-12-03,103,0
134,State-wise Data on Number of Staff Side Action Initiated/ Taken Against Bank Employees Involved in Frauds from 2015 to 2017 (From: Ministry of Finance) - Maharashtra,edf45644-cd1f-45c4-b5b5-0f984c92816f,2023-12-03,351,0
135,State/UT-wise Details of Number of Loans and Amount Sanctioned under Pradhan Mantri Mudra Yojana during 2015-16 to 2017-18 (From: Ministry of Finance) - Manipur,5a0d65c0-4e17-4d32-b420-ea6759cd6bf9,2023-12-03,85,0
136,State/UT-wise Number of Functioning Branches of Nationalised Banks and Population As on 30-09-2017 (From: Ministry of Finance) - Meghalaya,cdac5eca-4e5a-460d-822b-b4a6d776fc93,2023-12-03,291,0
137,Bank-wise Data on Number of Staff Side Action Initiated/ Taken Against Bank Employees Involved in Frauds from 2015 to 2017 (From: Ministry of Finance) - Mizoram,6f552fc0-70df-4b71-ae8e-5d3257028164,2023-12-03,116,0
138,"Bank-wise Frauds Reported under the Category ""Cheating and Forgery"" by Private Sector Banks from 2014-15 to 2016-17 (From: Ministry of Finance) - Nagaland",b28cd3a9-88f3-427c-9a86-c38ef44f3868,2023-12-03,104,0
139,"Bank-wise Frauds Reported under the Category ""Cheating and Forgery"" by Public Sector Banks from 2014-15 to 2016-17 (From: Ministry of Finance) - Odisha",2fb74171-6c85-4f47-96d3-248ca48d3075,2023-12-03,148,0
140,State/UT-wise Number of Scholarships Disbursed and Amount Released by National Handicapped Finance and Development Corporation (NHFDC) for Students with Disabilities(SwDs) from 2014-15 to 2016-17 (From: Ministry of Social Justice and Empowerment) - Punjab,ad481805-be12-45fe-a570-eb150d4313a6,2023-12-03,147,0
141,State/UT-wise Goods and Services Tax (GST) Compensation Released Bimonthly during 2017 (From: Ministry of Finance) - Rajasthan,d994d413-4335-488e-8559-a742238b074d,2023-12-03,474,0
142,Bank-wise Details of Gross Non-Performing Assets and Net Profits of Public Sector Banks (PSBs) during 2017 to 2018 (From: Ministry of Finance) - Sikkim,3e1a3e07-7d8c-429c-a295-84a3485fe73b,2023-12-03,148,0
143,Sector-wise Statement on Financial year FDI Equity Inflows from April 2014 to December 2017 (From: Ministry of Finance) - Tamil Nadu,f4fc6824-2178-48be-a69a-8dcac10be51d,2023-12-03,260,0
144,Bank-wise Report of Public Sector Banks of Women Borrowers under Pradhan Mantri Mudra Yojana (PMMY) from 2015-16 to 2017-18 (From: Ministry of Finance) - Telangana,f4b56175-b050-49ac-97ee-3896762f5977,2023-12-03,258,0
145,State/UT-wise Number of Loans Sanctioned to Women Covered under MUDRA Yojana (PMMY) from 2015-16 to 2017-18 (From: Ministry of Finance) - Tripura,15ac96e2-cffe-4111-a15a-48156a39fabf,2023-12-03,396,0
146,"State-wise Incidence of Robbery, Theft, Dacoity and Burglary from 2014-15 to 2016-17 (From: Ministry of Finance) - Uttar Pradesh",d858aec3-ded5-41b7-b8ac-501f20069ae2,2023-12-03,216,0
147,"Bank-wise Incidence of Robbery, Theft, Dacoity and Burglary from 2014-15 to 2016-17 (From: Ministry of Finance) - Uttarakhand",e6141f66-5a9a-4554-b689-932d2d378394,2023-12-03,416,0
148,"Details of Credit Card, ATM/ Debit Cards & Internet Banking Fraud Cases (Amount Involved >= Rs 1.00 Lakh) Reported from 01 April, 2013 to 31 December, 2016 (From: Ministry of Finance) - West Bengal",87ff2054-2d38-410f-aff6-8d0d69e65b44,2023-12-03,124,0
149,"State/ UT-wise Agricultural Credit Target and Achievement in Respect of Scheduled Commercial Banks during 2013-14 to 2016-17 (up to Dec, 2016) (From: Ministry of Finance) - Andaman and Nicobar Islands",4ca3e100-6fe0-47c4-a0a5-2a500bb2bc6c,2023-12-03,401,0
150,Bank-wise Outstanding Debt of the States during 2014-15 to 2016-17 (From: Ministry of Finance ) - Chandigarh,332049eb-4b97-4022-8476-5b0a426a26c6,2023-12-03,316,0
151,State/ UT-wise Number of Beneficiearies and Amount Disbursed under Pradhan Mantri Mudra Yojana (PMMY) during 2015-16 (From: Ministry of Finance) - Dadra and Nagar Haveli,da6c5826-dec6-46a4-ab40-708d4a3cf009,2023-12-03,322,0
152,State-wise Funds Earmarked for Establishment of 1800 Fast Track Courts under Grants-in-Aid as Endorsed by the 14th Finance Commission from 2015 to 2020 (From: Ministry of Law & Justice) - Daman and Diu,c184108e-a83f-4181-a911-778de095daf0,2023-12-03,432,0
153,State/ UT-wise Deposit Balances under PMJDY of All PSBs Including Sponsored RRBs as on (09-11-2016) and (25-01-2017) (From: Ministry of Finance) - Lakshadweep,5b3bb34e-31d4-4b62-8d34-a0a766f71668,2023-12-03,131,0
154,The Bank-wise Number of ATMs Deployed (in reply to Unstarred Question for 07-02-2017) (From: Ministry of Finance) - Delhi,f5599f45-8484-49ac-9a7c-e35d04350b93,2023-12-03,146,0
155,Details of Ongoing Externally Aided Projects in the States of Andhra Pradesh and Telangana from 2013-14 to 2016-17 (From: Ministry of Finance),a7000704-9773-401c-ab1d-d6c4aee99469,2023-12-03,185,0
156,Scheduled Commercial Banks data on Total Deposits during 31-8-2016 to 31-10-2016 (From: Ministry of Finance) - Puducherry,5f94290c-3daa-413a-a8b1-db23849b0931,2023-12-03,315,0
157,State/ UT and Scheme-wise Cumulative Details of Funds Released by National Backward Classes Finance and Development Corporation (NBCFDC) since Inception (in reply to Unstarred Question for 09-02-2017) (From: Ministry of Social Justice & Empowerment) - Ladakh,d94184a8-9953-4675-b75d-70f3339fd84c,2023-12-03,145,0
158,State/ UT and Scheme-wise Details of Funds Released by National Backward Classes Finance and Development Corporation (NBCFDC) during 2016-17 (upto 31-01-2017) (From: Ministry of Social Justice & Empowerment) - Andhra Pradesh,79ba9191-d129-48c7-8c60-af9dce0f4a4b,2023-12-03,191,0
159,Head-wise Details of Central Assistance Provided to the States during 2016-17 (From: Ministry of Finance ) - Arunachal Pradesh,cd611a1d-e5ee-4d39-8e23-c06da5e61a96,2023-12-03,222,0
160,Head-wise Details of Central Assistance Provided to the States during 2015-16 (From: Ministry of Finance ) - Assam,645a8dc1-44bb-4fe8-9ea9-0b81df747b83,2023-12-03,448,0
161,Head-wise Details of Central Assistance Provided to the States during 2014-15 (From: Ministry of Finance ) - Bihar,acf933a5-93f8-4e4a-9910-db6522e3d375,2023-12-03,217,0
162,State/ UT-wise Details of Self Help Groups (SHGs) Savings linked during 2013-14 to 2015-16 (From: Ministry of Finance ) - Chhattisgarh,65886820-3c27-44aa-8b1a-e3996854bcf3,2023-12-03,328,0
163,Head-wise Details of Central Assistance Provided to the States during 2013-14 (From: Ministry of Finance ) - Goa,1af5712d-d7b4-4dc5-a519-2ec95b27865a,2023-12-03,455,0
164,State/ UT-Wise Details of Agricultural Loans Disbursed and Number of Accounts (A/Cs) during 2014 to 2015 (From: Ministry of Finance ) - Gujarat,3943e186-0733-4176-a888-9a41a2461c95,2023-12-03,454,0
165,State/ UT-wise Incidence of Indebtedness (IOI) in Rural Areas (in reply to Unstarred Question on 11-04-2017) (From: Ministry of Finance) - Haryana,11105c79-70b1-41f2-9264-71e11f53323b,2023-12-03,276,0
166,State/ UT-wise Collection of Direct Taxes during 2014-15 to 2015-16 (From: Ministry of Finance) - Himachal Pradesh,b2a8c3e6-c9a8-485b-8180-6184b75a32a4,2023-12-03,75,0
167,Branches of Nationalized Banks abroad and staff posted therein (answered on March 2016) (From: Ministry of Finance) - Jharkhand,74d94d00-3e21-4c40-b250-3a69aaa0fbc4,2023-11-29,303,0
168,Recruitment of Sports persons in Public Sector Banks (PSBs) (answered on March 2016) (From: Ministry of Finance) - Karnataka,7dbf9aab-d005-4688-85de-b67f200d837b,2023-11-29,373,0
169,Fund earmarked for sports activities in Public Sector Banks (PSBs) during 2015-16 (From: Ministry of Finance) - Kerala,c51ff88a-a844-4ac6-a243-ec4dc9f9e3de,2023-11-29,479,0
170,Position of Branches of Scheduled Commercial Banks as on 30.09.2015 (From: Ministry of Finance) - Madhya Pradesh,32aeee99-6e2d-461d-aa3d-39ea01c8401d,2023-11-29,174,0
171,"Details of Gross Advances, Gross NPAs and NPA Ratio of Public Sector Banks (PSBS) from 2013 to 2015 (From: Ministry of Finance) - Maharashtra",14340804-c17e-4bca-80da-148254fab149,2023-11-29,184,0
172,Applications received from foreign banks for maiden presence in India as on 14.3.2016 (From: Ministry of Finance) - Manipur,d52f1ab7-46ec-49a5-b69c-03309315edc2,2023-11-29,197,0
173,State/UT-wise Distribution of Gross Enrollments and Claim Amount Disbursed under PMJJBY as on 31.12.2018 (From : Ministry of Finance) - Meghalaya,d3d587c2-19eb-4c94-8b74-f828c7311b6e,2023-11-22,359,0
174,Year-wise details of Surplus Amount Transferred to Government by RBI from 2009-10 to 2018-19 (From : Ministry of Finance) - Mizoram,c632d8bc-6009-47a3-801c-160b033fee8c,2023-11-22,396,0
175,Region/Tax-Jurisdiction-wise Scrutiny Cases Related to High Refund-Claims from 2016-17 to 2018-19 (From : Ministry of Finance) - Nagaland,a8565f99-fca9-4594-bc6f-6808e0270c80,2023-11-22,392,0
176,Rate of Interest for Small Savings Schemes from 2016-17 to 2018-19 (From : Ministry of Finance) - Odisha,4e64867c-4dd8-4643-afe4-098af76e22d2,2023-11-22,348,0
177,Details of Gross NPAs and Gross NPAs as Ratio of Gross Advances of Public Sector Banks from 2014 to 2018 (From : Ministry of Finance) - Punjab,b861b3d4-5893-4d4d-a24d-763d1b6205b8,2023-11-21,200,0
178,Bank-wise Details of Outstanding Amounts of Suit-Filed Wilful Defaulters of More than Rs. 10 Crore in Public Sector Banks as on 30.09.2018 (From : Ministry of Finance) - Rajasthan,566f3e25-8871-44ef-878e-b507398c6420,2023-11-21,50,0
179,Insurer-wise Unclaimed Amount of Policyholders of Life Insurers from 2014 to 2018 (From : Ministry of Finance) - Sikkim,1cb2ddee-9d2e-453b-b1ed-73b85defa8bb,2023-11-21,331,0
180,State/UT-wise Number of FICN of Denomination (Old and New Series) Seized by the Police as reported by NCRB from 2016 to 2018 (From : Ministry of Finance) - Tamil Nadu,c9edde91-d837-4ff8-9ae8-4dde18c898b7,2023-11-21,324,0
181,Bank-wise details of Loans to Agriculture under Priority Sector Lending (PSL) from 2016 to 2018 (From : Ministry of Finance) - Telangana,82aedaa7-ba07-4dcf-b0e3-549b10120a9e,2023-11-21,390,0
182,State-wise details of Transfer by Way of Finance Commission Devolution and Grants from 2015-16 to 2017-18 (From : Ministry of Finance) - Tripura,ca80b4c3-28db-4d11-85ed-2a381571a3dc,2023-11-21,380,0
183,"Cases selected for Scrutiny related to Demonetisation & notice issued to Depositors (Deposited large sums during Demonetisation but did not file ITR) under section 142(1) of IT Act, 1961 in 2017-18 & 2018-19 (From : Ministry of Finance) - Uttar Pradesh",ed35c938-bd58-4a12-80cb-54a8fc984f1c,2023-11-21,217,0
184,Year-wise Surplus Amount Paid by RBI to the Central Government (GoI) from 2016-17 to 2018-19 (From : Ministry of Finance) - Uttarakhand,eb13f870-284b-4077-93c5-b500815b85be,2023-11-21,497,0
185,Year-wise Gross Capital Formation (GCF) from 2016-17 to 2018-19 (From: Ministry of Finance) - West Bengal,949bf975-2050-4e14-a95e-0bc2b3c6d30e,2023-11-21,243,0
186,Details of Fund Releases to West Bengal under various Heads from 2017-18 to 2019-20 (From: Ministry of Finance),152bfbff-b6d8-4e50-b5e5-bd4dda806af2,2023-11-21,194,0
187,Year-wise Total FPI Information from 2017-18 to 2019-20 (From: Ministry of Finance) - Andaman and Nicobar Islands,e88a5c64-d3f2-4feb-be4e-12b46baa330c,2023-11-21,238,0
188,Year-wise Summary of Processing of Eligible Refund Claims in Valid E-returns from 2017-18 to 2019-20 (From: Ministry of Finance) - Chandigarh,c645bb3e-f35a-4a1b-b3a7-06444d44f80c,2023-11-21,281,0
189,"State/UT-wise Rates Prescribed by Some for COVID Testing and Room Rent Package for COVID Treatment under AB-PMJAY (in reply to Unstarred Question on 15 September, 2020) (From: Ministry of Finance) - Dadra and Nagar Haveli",4c948ac8-6d12-4251-8d05-ea1ff135a22c,2023-11-21,240,0
190,Details of FDI Equity Inflow and FDI Inflow received in the Country from 2017-18 to 2019-20 (From: Ministry of Finance) - Daman and Diu,23730593-7b76-4a98-9630-94cb13b2a060,2023-11-21,262,0
191,Year-wise Summary of Processing of Valid E-returns from 2017-18 to 2019-20 (From: Ministry of Finance) - Lakshadweep,19444532-7629-4dd6-93c6-8b9d38a2fb4f,2023-11-21,128,0
192,State/UT-wise Pending Bi-Monthly GST Compensation Payable to States during 2020 (From: Ministry of Finance) - Delhi,34631660-53e8-4ed7-bcf5-07021c9e9934,2023-11-21,166,0
193,Year-wise Sovereign (Government) External Debt from 2016 to 2020 (From: Ministry of Finance) - Puducherry,ca0f879b-c2d6-47a7-bb0d-40e993be216e,2023-11-21,70,0
194,ULB-wise and Year-wise details of Revenue of the ULBs for Claiming the Performance Grant under the 14th Finance Commission Grants from 2015-16 to 2019-20 (From: Ministry of Housing and Urban Affairs) - Ladakh,6b97046c-becd-462d-a717-cd130582edb0,2023-11-21,51,0
195,Year-wise Bank Accounts Opened under the Pradhan Mantri Jan DhanYojana (PMJDY) as reported by Banks from 2016 to 2021 (From: Ministry of Finance) - Andhra Pradesh,1b25e13c-b422-4ff9-9acc-9f52d5ee54d7,2023-11-20,241,0
196,Country-wise FDI Equity Inflows from 2017-18 to 2020-21 (From: Ministry of Finance) - Arunachal Pradesh,9183b5f9-d573-4271-a907-bf36f575a09b,2023-11-20,215,0
197,Year-wise Central Finance Assistance Allocated to Assam under Swadesh Darshan Scheme during 2015-16 to 2016-17 (From: Ministry of Tourism),80835740-3d99-41c5-ad2a-f14d9d7251e1,2023-11-20,334,0
198,Year-wise Additional Central Assistance as Grants in Aid to States Government from 2009-10 to 2018-19 (From: Ministry of Finance) - Assam,f07e8dc4-f5db-4589-a928-cd5a0244644b,2023-11-20,265,0
199,Year-wise Number of Cases of Customs Violations and the Value of Seizures at Airports from 2017-18 to 2019-20 (From: Ministry of Finance) - Bihar,49273c87-d8f6-4247-a16b-2eda404a5b6f,2023-11-20,214,0
200,State/UT-wise FDI Equity Inflows during 2019-20 and 2020-21 (From: Ministry of Finance) - Chhattisgarh,9e3a1baa-5516-4b39-8aed-fb564e75268e,2023-11-20,127,0
201,Country-wise and Sector-wise Disbursement of Financial Assistance Received by Government of India from Foreign Countries from 2017-18 to 2020-21 (From: Ministry of Finance) - Goa,4ca0e06b-8988-484d-88ca-1b658580a224,2023-11-20,111,0
202,Year-wise Percentage of the Amount Sanctioned/Approved to State of Telangana by National Backward Classes Finance and Development Corporation (NBCFDC) from 2017-18 to 2021-22,8c54e61c-4b8c-477e-8d78-470ad28e316b,2023-11-20,444,0
203,Year-wise Details of the Amount Sanctioned/Approved to State of Telangana by National Backward Classes Finance and Development Corporation (NBCFDC) from 2017-18 to 2021-22,39ede26f-1323-4e00-8df6-81e80e6c3793,2023-11-20,298,0
204,State-wise Funds Disbursed and No. of Beneficiaries Assisted under the Schemes of National Scheduled Tribes Finance and Development Corporation (NSTFDC) from 2019-20 to 2021-22 - Gujarat,fb1e7cc9-1cbe-458f-8ce0-e72742db15c7,2023-11-20,171,0
205,State/UTs-wise Number of Beneficiary Assisted under National/State Scheduled Tribe Finance and Development Corporation (NSTFDC) from 2018-19 to 2020-21 - Haryana,96d6cccc-6b7a-4352-bef1-6aa487493350,2023-11-17,394,0
206,State/UTs-wise Number of Beneficiary Assisted National Scheduled Tribes Finance and Development Corporation (NSTFDC) from 2016-17 to 2020-21 - Himachal Pradesh,adba6bbb-dac4-4842-a661-5a7da775562c,2023-11-17,409,0
207,"Finance Commission-wise Details of the 11th, 12th, 13th, 14th, and 15th Finance Commission Recommendations Towards Tax Devolution to States (in reply to Unstarred Question on 8 February, 2022) - Jharkhand",09209870-f4b2-4208-8828-595409951b0a,2023-11-17,264,0
208,"Finance Commission-wise Criteria Based on which each State Receives its Share in Central Divisible Tax Pool (in reply to Unstarred Question on 8 February, 2022) - Karnataka",bd235b2f-4e26-4634-9443-aa49d4022ce7,2023-11-17,92,0
209,"State-wise Amount of Funds Allocated, Released and Utilised under 14th and 15th Finance Commissions for Panchayats (in reply to Unstarred Question on 2 February, 2022) - Kerala",f0b93cfa-afc3-41e3-86a0-6a0da27748fd,2023-11-17,343,0
210,State-wise Allocation and Release of Central Finance Commission Grants to the States for Rural Local Bodies from 2018-19 to 2021-22 - Madhya Pradesh,b81a228c-e9ea-4a7f-a67d-d08bad3c03a4,2023-11-17,462,0
211,"Year-wise Funds Allocated/ Released to Panchayats in the State of Tamil Nadu under Fourteenth and Fifteenth Finance Commissions, Incentivization of Panchayats (IoP) Scheme and Rashtriya Gram Swaraj Abhiyan (RGSA) Scheme from 2017-18 to 2021-22",fb616cc5-b29c-4398-bea5-0aefeb757255,2023-11-18,317,0
212,"State-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2022-23 (till 14.7.2022) - Maharashtra",45e716aa-7fc0-4245-83e9-236144d9041a,2023-11-18,231,0
213,"State-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2021-22 - Manipur",76916dfe-ad37-4060-8a06-841ae2fbb6fb,2023-11-18,222,0
214,"State-wise Detail of Allocation/Release of Funds in Respect of Finance Commission Grants and Tax Devolution including Central GST,Centrally Sponsored Schemes (CSS) from 2017-18 to 2022-23 - Meghalaya",3a769840-010a-4786-93cb-76b7b7bc015b,2023-11-18,458,0
215,"State/UTs-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2017-18 - Mizoram",696bae9e-2a0d-4f46-8718-e128cc3b4554,2023-11-18,58,0
216,"State/UTs-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2018-19 - Nagaland",eb8b6270-8c71-4def-8c34-94615ae06b96,2023-11-18,433,0
217,"State-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2020-21 - Odisha",f2647f60-a293-45c2-8a47-f27956fa6d77,2023-11-18,452,0
218,"State/UTs-wise Funds Releases of w.r.t. Finance Commission Grants, Centrally Sponsored Schemes and Other Schemes during 2019-20 - Punjab",5b58e59f-3d41-4281-bf41-640febd3aa1d,2023-11-18,239,0
219,State/UTs-wise Funds Disbursed and No. of beneficiaries assisted under Schemes of National Scheduled Tribes Finance and Development Corporation (NSTFDC) from 2019-20 to 2021-22 - Rajasthan,0533ff41-0229-4fbe-ad4e-adde8c7c18ef,2023-11-18,405,0
220,Category-wise Major Findings of the Study Considering Socio-economic Aspect Conducted an Evaluation Study of National Scheduled Tribes Finance and Development Corporation (NSTFDC) through Indian Institute of Public Administration (IIPA) during 2018-19 - Sikkim,4baf5996-432d-4467-8fb0-b871c1222fb3,2023-11-18,311,0
221,State/UTs-wise Detail of Men and Women Assisted under the Schemes of National Scheduled Tribes Finance and Development Corporation (NSTFDC) from 2019-20 to 2021-22 - Tamil Nadu,39a1020c-98e2-471a-b4e5-a24a38418cce,2023-11-18,376,0
222,"Sector-wise Allocation and of Fund Release Including Grants-in-aid Recommended by the 14th Finance Commission for the State of Tamil Nadu (in Reply to Starred Question on 19th July, 2022)",de37fd1f-4474-4549-921d-914c26d0d318,2023-11-18,422,0
223,"Sector-wise Allocation and Disbursement of Funds Including Grants-in-Aid Recommended by the 13th Finance Commission to the State of Tamil Nadu (in Reply to Starred Question on 19th July, 2022)",fa844fd6-2af8-4dfb-a0ac-ad4519852705,2023-11-18,463,0
224,State-wise 15th Finance Commission Recommended Post Devolution Revenue Deficit Grant during 2021-22 and 2022-23 - Telangana,f086e353-1bf5-4bac-9dc8-a81dfc125b87,2023-11-18,353,0
225,"Year-wise Details of the Funds Allocated/ Released to the State of Kerala under Fourteenth and Fifteenth Finance Commissions, Incentivization of Panchayats Scheme and Rashtriya Gram Swaraj Abhiyan (RGSA) Scheme from 2017-18 to 2022-23",611f3643-bc8a-4258-85f7-863b3944447b,2023-11-19,210,0
226,Component-wise Details of Grants-in- Aid Including Finance Commission (FC) Grants-in-aid Released to the State of Telangana under Centrally Sponsored Schemes (CSS) from 2019-20 to 2022-23,5b803b8c-b586-4ca3-8a36-23082495d50f,2023-11-18,477,0
227,Year-wise Annual Budget/Target of the National Backward Classes Finance and Development Corporation (NBCFDC) from 2019-20 to 2021-22 - Tripura,807a3ad1-4781-4d6c-86e3-3c0fe2567895,2023-11-18,308,0
228,State/UT-wise Statement Showing Disbursement National Backward Classes Finance and Development Corporation from 2019-20 to 2021-22 - Uttar Pradesh,317df88a-b82f-45fb-a0a4-ffea399257b5,2023-11-18,467,0
229,Status of achievement of various targets/sub-targets for lending to MSE sector by Public Sector Banks from 2014-15 (From :Ministry of Finance) - Uttarakhand,95e7702a-a552-42e5-bd6c-1079a4d99f62,2023-10-21,136,0
230,Details of loans sanctioned under Rural Infrastructural Development Fund (RIDF) by Agriculture and Rural Development (NABARD) from 2012-13 to 2015-16 (From :Ministry of Finance) - West Bengal,10fb0e34-b78e-4187-ae7a-6f6a9ca84bbd,2023-10-21,258,0
231,Net Profit Loss of Banks as reported to RBI in 2014-15 (From :Ministry of Finance) - Andaman and Nicobar Islands,f91ccd52-9618-4879-b90d-f3ab624b4c75,2023-10-21,443,0
232,Details of loans disbursed under Rural Infrastructural Development Fund (RIDF) for the projects under implementation by Agriculture and Rural Development (NABARD) from 2012-13 to 2015-16 (From :Ministry of Finance) - Chandigarh,f1d9a93c-63b0-4010-8709-8305ba233702,2023-10-21,341,0
233,State-wise and Agency-wise Operative / Live Kisan Credit Cards (KCCs) and amount outstanding - Cooperative Banks and RRBs - Progress as on 30 September 2015 (From :Ministry of Finance),07776f04-3d2f-4b39-bd99-f68fe49f652c,2023-10-21,337,0
234,State-wise details of Kisan Credit Cards (KCCs) issued by Commercial Banks - Progress as on 31.3.2015 (From :Ministry of Finance),eeb2e9e7-95eb-45c3-b9a3-f37867f22a0e,2023-10-21,388,0
235,Details of loans sanctioned under RIDF by National Bank for Agriculture and Rural Development (NABARD) from 2012-13 to 2015-16 (From :Ministry of Finance) - Lakshadweep,81ce509d-f82f-4b55-97c9-113ba1759e46,2023-10-21,410,0
236,Position of Sick Small Scale Industry Units and Sick/ Weak Non-SSI Units Financed by Scheduled Commercial Banks in 2015 (From :Ministry of Finance) - Delhi,f59dc780-2c69-4a76-86b0-008e93196129,2023-10-21,301,0
237,Details of advertisements released to brochures/souvenirs and monthly/bimonthly magazines by Power Finance Corporation (PFC) during 2015 (From :Ministry of Power) - Puducherry,edf2a9ed-f39c-4198-9196-b2e00de1325b,2023-10-21,331,0
238,"State-wise verification of Eligibility of Applicants as per Rules, and Availability of Funds for Auto Debit of Premium Enrolment data under PMJJBY and PMSBY social security schemes as on 31/10/2015 (As reported by SLBCs) (From: Ministry of Finance) - Ladakh",26045dd9-dbcb-40dc-8edc-02ae3e499a0c,2023-10-21,272,0
239,List of Minority Beneficiaries Financed Under Micro Finance Scheme through NGOs from 2012 to 2015 (From: Ministry of Minority Affairs) - Andhra Pradesh,b7803577-579a-47ff-8504-dc395dc8f115,2023-10-21,399,0
240,"PMSBY State-wise data on total Claims Reported, Settled, Outstanding and Rejected as on 24.11.2015 (on DFS portal) (From: Ministry of Finance) - Arunachal Pradesh",e2562daf-cf53-4ae5-8a3d-2e7191d76b8b,2023-10-21,213,0
241,"Balance Sheet of Bhartiya Mahila Bank Limited as on 31st March, 2015 (From: Ministry of Finance) - Assam",82a76ca5-4783-497d-bae1-31effc417ce4,2023-10-21,487,0
242,"Number of Outstanding Debit Cards Issued by Public Sector Banks (PSBs), Private Banks, Foreign Banks, Small Finance Banks and Payment Banks has Increased from 2015 to 2019 (From: Ministry of Finance) - Bihar",4fd19ad5-bbad-4407-be96-fe9290def7b1,2023-10-21,150,0
243,Bank-wise Reduction in NPAs - due to write-offs as Reported by SCBs to RBI from 2016-17 to 2018-19 (From: Ministry of Finance),66091ae6-26b1-4e87-bd70-879c0be0afbd,2023-10-21,356,0
244,Taxes Subsumed under GST (Union of india) from 2015-16 to 2017-18 (From: Ministry of Finance) - Goa,863921ff-d9a7-4eae-9523-231eca0f22e1,2023-10-21,431,0
245,Details of capital infused in the psbs upfront and the capital to be infused based on performance as on 22-11-16(From:Ministry of Finance) - Gujarat,37f13fbb-ef3b-45f1-a656-523b4e0f4679,2023-10-20,415,0
246,Allocation and release for rural local bodies (RLBs) under thirteenth finance commission for 2013-14 and 2014-15(From:Ministry of Panchayati Raj) - Haryana,ac2ee6ed-1390-4afa-8cc1-be16e333e48e,2023-10-20,294,0
247,State/UT-wise Details of Funds Recommended by Xiii Finance Commission from 2011-12 to 2014-15 (From:Ministry of Culture) - Himachal Pradesh,3c4d05c7-2b2c-4610-92cf-1a38f9bfd46a,2023-10-20,273,0
248,Status of operative KCC as on 31/08/2016 and loan outsanding there against in respect of cooperative banks and rrbs(From:Ministry of Finance) - Jharkhand,d4320e25-a474-47d2-88ed-484f6d437d29,2023-10-20,473,0
249,Details of kisan credit card (KCC) issued by commercial banks and loan outstanding there against as on 30.6.2016(From:Ministry of Finance) - Karnataka,5c4742c1-a592-46d2-8e9e-ea12c1f4bb2b,2023-10-20,148,0
250,Details of Reduction in Non-performing Assets (NPAs) due to Recoveries in Public Sector Banks (PSBs) and Select Financial Institutions during 2017-18 (From : Ministry of Finance) - Kerala,39c408ed-12aa-407c-8026-308130c306f3,2023-10-20,242,0
251,Details of Reduction in Non-performing Assets (NPAs) due to Written-off Amount (including compromise) in Public Sector Banks (PSBs) and Select Financial Institutions during 2017-18 (From : Ministry of Finance) - Madhya Pradesh,92eb2f75-6adc-4874-886c-4b3874e226c1,2023-10-20,193,0
252,Gross Non-Performing Assets (NPAs) for Nationalised Banks during 2017 and 2018 (From : Ministry of Finance) - Maharashtra,29354349-a7d2-4a83-833f-3a563f672ece,2023-10-20,193,0
253,Year-wise Details of Surveys Conducted by the Income Tax Department from 2015-16 to 2017-18 (From : Ministry of Finance) - Manipur,06b4e046-ab86-44b2-b97d-10da8898c236,2023-10-20,443,0
254,Year-wise Details of Search & Seizure Conducted by the Income Tax Department from 2015-16 to 2017-18 (From : Ministry of Finance) - Meghalaya,0805ca4f-2834-49ff-84f6-1812709b9cd9,2023-10-20,395,0
255,Year-wise Details of Net Inflows/Outflows Foreign Portfolio Investment in India from 2013-14 to 2017-18 (From : Ministry of Finance) - Mizoram,03a552be-5820-403f-8d06-51a1f0bc1514,2023-10-20,355,0
256,Registered Tax Payers Contribution of Total Tax Collected (in reply to Unstarred Question on 31 July 2018) (From : Ministry of Finance) - Nagaland,b4514eb1-d666-4fd5-93a4-64bbec4c8de6,2023-10-20,140,0
