Serial Number,Dataset Name,Resource ID,Published Date,Number of Rows,Number of Columns
456,"Primary Census Abstract for Gwalior District of Madhya Pradesh, 2001",7af28397-5589-480e-8958-33ef47899572,2020-01-15,304,0
457,"Primary Census Abstract for Bareilly District of Uttar Pradesh, 2001",69407e5f-21f5-4af5-a4b0-c6bbe072f77b,2020-01-20,293,0
458,"Primary Census Abstract for North Goa District of Goa, 2001",2c065595-6f37-4acc-83f0-b37a9f4df0c2,2020-01-20,231,0
459,"Primary Census Abstract for Gaya District of Bihar, 2001",75f4a11e-9813-4d7e-9909-24f333d8f293,2020-01-21,219,0
460,"Primary Census Abstract for Begusarai District of Bihar, 2001",098b53cb-04a0-42ef-a966-08bc5f50a493,2020-01-21,86,0
461,"Primary Census Abstract for Nayagarh District of Orissa, 2001 - Manipur",501ca5f6-4d67-43e6-a81e-87494e79482f,2020-01-21,188,0
462,"Primary Census Abstract for Anugul District of Orissa, 2001 - Meghalaya",99980f16-b7a8-493f-8ebb-1b77103c2d2d,2020-01-21,419,0
463,"Primary Census Abstract for Baudh District of Orissa, 2001 - Mizoram",c71e1dab-501d-47d1-93a6-44395a2149e3,2020-01-21,157,0
464,"Primary Census Abstract for Nashik District of Maharashtra, 2001",c88595d3-9d78-42d7-bd27-5b28e3d0dffd,2020-01-20,219,0
465,"Primary Census Abstract for Thrissur District of Kerala, 2001",b67b3d2c-780a-4447-84d7-0985d95f8095,2020-01-21,122,0
466,"Primary Census Abstract for Sirohi District of Rajasthan, 2001",d6ef2ef8-aad1-4d04-af84-6fc22527f336,2020-01-21,295,0
467,"Primary Census Abstract for Jalor District of Rajasthan, 2001",d80e30a3-d52b-4c90-8e91-23370dc402d0,2020-01-21,406,0
468,"Primary Census Abstract for Satara District of Maharashtra, 2001",bd2bd740-2f9b-48ea-b80c-4bde86b3d3ef,2020-01-21,134,0
469,"Primary Census Abstract for Kandhamal District of Orissa, 2001 - Nagaland",4862d412-642e-48d2-9542-cae9fd6d6092,2020-01-21,56,0
470,"Primary Census Abstract for Dewas District of Madhya Pradesh, 2001",f6cbf827-559e-45ed-9442-fd365d98b54d,2020-01-21,273,0
471,"Primary Census Abstract for Bilaspur District of Himachal Pradesh, 2001",670dae59-7637-4264-b5ca-77c3c7c40896,2020-01-21,269,0
472,"Primary Census Abstract for Saharanpur District of Uttar Pradesh, 2001",d9c31867-626b-4554-bbed-53031e007a75,2020-01-21,406,0
473,"Primary Census Abstract for Bhojpur District of Bihar, 2001",e4bf3088-45df-457f-a018-d1027b98f268,2020-01-20,76,0
474,"Primary Census Abstract for Darbhanga District of Bihar, 2001",cbf6fae1-9203-479f-b10a-4ac8519e9eec,2020-01-20,343,0
475,"Primary Census Abstract for Phek District of Nagaland, 2001",41e351b4-b2ba-4b1b-808c-b55511aff697,2020-01-20,435,0
476,"Primary Census Abstract for Birbhum District of West Bengal, 2001",eb4c6ac7-19d4-4a2f-97ad-847474a671fa,2020-01-15,251,0
477,"Primary Census Abstract for Tinsukia District of Assam, 2001",fd97a121-935f-4455-b96b-44e6bc978920,2020-01-15,120,0
478,"Primary Census Abstract for Medinipur District of West Bengal, 2001",0c3bf0fe-eae2-4d97-88e6-3a6c1d295328,2020-01-15,180,0
479,"Primary Census Abstract for Surguja District of Chhattisgarh, 2001",48bd48f6-e8e2-4cd6-a5cd-cb9ee0366f1a,2020-01-15,392,0
480,"Primary Census Abstract for Murshidabad District of West Bengal, 2001",7583d49e-ff38-4045-805c-793c305700b2,2020-01-15,104,0
481,"Primary Census Abstract for Malkangiri District of Orissa, 2001 - Odisha",a7100e98-20fe-4b57-a878-b48173de9a2a,2020-01-15,351,0
482,"Primary Census Abstract for Dhenkanal District of Orissa, 2001 - Punjab",2f9eea7e-1f63-4432-bea9-ff192c8c4d9d,2020-01-15,300,0
483,"Primary Census Abstract for Bishnupur District of Manipur, 2001",372a3377-9c13-4f9f-af5a-fa619514e635,2020-01-15,234,0
484,"Primary Census Abstract for Neemuch District of Madhya Pradesh, 2001",6b2fbaef-972e-4bd5-9a3e-2bf26c6d4175,2020-01-15,442,0
485,"Primary Census Abstract for Mahendragarh District of Haryana, 2001",3212bd66-4473-4400-a299-1cb388c5f6b1,2020-01-21,172,0
486,"Primary Census Abstract for West Godavari District of Andhra Pradesh, 2001",fd7d2b60-9ca0-4a79-b97f-7a4df5009aa7,2020-01-21,237,0
487,"Primary Census Abstract for Etah District of Uttar Pradesh, 2001",732f9c57-10f0-4bfe-8acf-c43b86dc91c2,2020-01-21,316,0
488,"Primary Census Abstract for Kanniyakumari District of Tamil Nadu, 2001",7c82c01e-2971-47a9-9c4f-38526b4dfaa4,2020-01-20,244,0
489,"Primary Census Abstract, 2001 - Gujarat",cba34557-54cb-4a75-9c16-f8ab1045c96f,2020-01-21,55,0
490,"Primary Census Abstract for Ajmer District of Rajasthan, 2001",eacb4965-88d1-4555-bbe9-2952ec3be07a,2020-01-20,184,0
491,"Primary Census Abstract for Hardwar District of Uttaranchal, 2001 - Rajasthan",5650922b-996d-4771-b862-7b53d3fae9ba,2020-01-21,206,0
492,"Primary Census Abstract for Raipur District of Chhattisgarh, 2001",1604e0aa-2555-4232-9266-bdb4461d637f,2020-01-20,456,0
493,"Primary Census Abstract for Anand District of Gujarat, 2001",25e8f149-ce76-4480-95c6-57e7ab2e4ff2,2020-01-20,374,0
494,"Primary Census Abstract for Gandhinagar District of Gujarat, 2001",4782a2b3-c56b-4ae4-a832-1b0dc159f88c,2020-01-21,236,0
495,"Primary Census Abstract for Shahjahanpur District of Uttar Pradesh, 2001",1b7dd9d3-6b01-46ea-adef-78c397e43ad5,2020-01-20,59,0
496,"Primary Census Abstract for Karauli District of Rajasthan, 2001",170b4cef-73f0-4599-98b1-49cbb3caa5d8,2020-01-20,149,0
497,"Primary Census Abstract for Chikmagalur District of Karnataka, 2001",6144aede-d888-4791-8a14-06f85286e31c,2020-01-21,399,0
498,"Primary Census Abstract for Tiruvannamalai District of Tamil Nadu, 2001",2630e526-dc73-4a03-a1c3-65ef4ca8d163,2020-01-21,79,0
499,"Primary Census Abstract for Kathua District of Jammu & Kashmir, 2001 - Sikkim",fcf0ec65-6835-4cbb-89be-0bc7f141db4d,2020-01-20,79,0
500,"Primary Census Abstract, 2001 - Maharashtra",e66017fb-1ca4-4409-b52d-6f8ed33b42df,2020-01-20,60,0
501,"Primary Census Abstract for Bid District of Maharashtra, 2001",cb4dd183-a8e2-4051-9802-4336594f300d,2020-01-21,296,0
502,"Primary Census Abstract, 2001 - Andhra Pradesh",5090ac07-0f48-44e5-b6c2-bb322a37417d,2020-01-20,306,0
503,"Primary Census Abstract, 2001 - Meghalaya",3e4ca2f0-1189-4720-ba7e-08274dc9575d,2020-01-21,293,0
504,"Primary Census Abstract for Purbi Singhbhum District of Jharkhand, 2001",3d4c2608-2723-46ac-ad04-4ef118009d84,2020-01-15,117,0
505,"Primary Census Abstract for East Garo Hills District of Meghalaya, 2001",7842df62-3590-46de-9aec-7f3bd1d6d170,2020-01-15,113,0
506,"Primary Census Abstract for Bargarh District of Orissa, 2001 - Tamil Nadu",2f30092c-ee6e-4eb9-a6a6-0d0edb8c74fe,2020-01-15,480,0
507,"Primary Census Abstract for Chhatarpur District of Madhya Pradesh, 2001",0318e791-41da-490a-b56c-926e9d02098f,2020-01-21,421,0
508,"Primary Census Abstract for Palamu District of Jharkhand, 2001",b283ac7d-11a5-4c7e-8fdc-64b963f81477,2020-01-15,442,0
509,"Primary Census Abstract for Mokokchung District of Nagaland, 2001",065fd298-d600-4b1a-b9d6-70b7aee192d0,2020-01-15,357,0
510,"Primary Census Abstract for Tikamgarh District of Madhya Pradesh, 2001",23abd748-b839-45c5-be2f-f186b2e5c689,2020-01-15,54,0
511,"Primary Census Abstract for Nabarangapur District of Orissa, 2001 - Telangana",0366e27e-1c26-4fb1-8488-542600787222,2020-01-15,269,0
512,"Primary Census Abstract for Chandel District of Manipur, 2001",87a4fab9-f3eb-48aa-8d5a-3e2f6cc5dc7e,2020-01-15,228,0
513,"Primary Census Abstract for Mamit District of Mizoram, 2001",7e42e6ed-6b0f-46f2-85bc-6a555a7a51ae,2020-01-15,497,0
514,"Primary Census Abstract for Lohardaga District of Jharkhand, 2001",8e83da65-0d21-470a-a149-ec3b9970a4ab,2020-01-15,245,0
515,"Primary Census Abstract for Haora District of West Bengal, 2001",cb5186dc-ae9c-4724-a43a-20bdba008790,2020-01-15,498,0
516,"Primary Census Abstract for Malappuram District of Kerala, 2001",51532cb6-5e40-4225-a822-e20c7819fd19,2020-01-21,115,0
517,"Primary Census Abstract for Latur District of Maharashtra, 2001",3059cb73-dd98-4407-bbae-f4b3752bbba1,2020-01-21,374,0
518,"Primary Census Abstract for Ukhrul District of Manipur, 2001",d08a38d2-57fc-4643-a7df-ebc0f343048b,2020-01-15,383,0
519,"Primary Census Abstract for Sonitpur District of Assam, 2001",0e20a023-8a8a-46e7-a39b-33be7d53de3f,2020-01-15,128,0
520,"Primary Census Abstract for Debagarh District of Orissa, 2001 - Tripura",cfee1360-573a-42e7-8611-6d7ef828b5ba,2020-01-15,52,0
521,"Primary Census Abstract for Dibrugarh District of Assam, 2001",f96358fa-2f4b-422a-b6fd-8d9c2b2b6e07,2020-01-15,89,0
522,"Primary Census Abstract for Chatra District of Jharkhand, 2001",906d1fb8-0eb3-461e-a121-6d083a65751a,2020-01-15,324,0
523,"Primary Census Abstract for Cachar District of Assam, 2001",8c33a8f0-1b5c-412b-8ec6-f96947db50c1,2020-01-15,281,0
524,"Primary Census Abstract for Gadag District of Karnataka, 2001",9b9560a0-23e7-43b7-b0db-f43b7097d711,2020-01-21,374,0
525,"Primary Census Abstract for Bokaro District of Jharkhand, 2001",08e72732-20d2-4c48-942e-93730cc557f8,2020-01-15,175,0
526,"Primary Census Abstract for Muzaffarnagar District of Uttar Pradesh, 2001",fdb97e05-d137-479c-9359-e1b7984f3b1a,2020-01-21,450,0
527,"Primary Census Abstract for Karur District of Tamil Nadu, 2001",5c6cf376-b8d8-4fe3-af30-e0a8fe3161e3,2020-01-20,466,0
528,"Primary Census Abstract for Raigarh District of Chhattisgarh, 2001",8c9fdd3f-a691-4cec-ade5-97d1f73e78e1,2020-01-21,152,0
529,"Primary Census Abstract for Tirap District of Arunachal Pradesh, 2001",06448829-0650-4c06-a62f-f2be256302b9,2020-01-21,383,0
530,"Primary Census Abstract for Sonbhadra District of Uttar Pradesh, 2001",c5684d3b-297e-411a-baab-a5fa31213308,2020-01-20,471,0
531,"Primary Census Abstract for Dhar District of Madhya Pradesh, 2001",a61cf0f2-fab0-4a92-aa41-8ed264a508a2,2020-01-21,80,0
532,"Primary Census Abstract for Hingoli District of Maharashtra, 2001",30a773b5-0494-49e6-8b3c-8ba8da08f0f8,2020-01-21,177,0
533,"Primary Census Abstract for Meerut District of Uttar Pradesh, 2001",ffd8972d-49a3-4180-8dcb-a7ecb84ad83a,2020-01-20,301,0
534,"Primary Census Abstract for Maldah District of West Bengal, 2001",3492b4a3-d8a7-4aa8-bad3-918525d13439,2020-01-15,202,0
535,"Primary Census Abstract for Kawardha District of Chhattisgarh, 2001",cc31bdb9-93c7-4734-9335-267f258c07a1,2020-01-15,178,0
536,"Primary Census Abstract for Sahibganj District of Jharkhand, 2001",2a94e4ce-b448-44fa-bb1c-015fb5da271e,2020-01-15,205,0
537,"Primary Census Abstract for West Garo Hills District of Meghalaya, 2001",6b1652cd-a101-457e-9529-c2fc27eb9592,2020-01-15,346,0
538,"Primary Census Abstract for Saiha District of Mizoram, 2001",70b9cf08-90fa-4e62-a841-8e4665a09359,2020-01-15,319,0
539,"Primary Census Abstract for Darrang District of Assam, 2001",c8da05a1-ccb4-4e39-88f5-db6e65f84dd2,2020-01-15,424,0
540,"Primary Census Abstract for Barpeta District of Assam, 2001",c1dcc614-6c78-48cb-b931-aa76bf3053ce,2020-01-15,318,0
541,"Primary Census Abstract for North Tripura District of Tripura, 2001",9a0202a3-6138-43e9-8640-4945eb741730,2020-01-15,434,0
542,"Primary Census Abstract for Dumka District of Jharkhand, 2001",f88d2bc3-c24c-4c12-9d0c-e963a8f31d60,2020-01-15,272,0
543,"Primary Census Abstract for Anantapur District of Andhra Pradesh, 2001",fda7df0a-9ca4-4098-8234-e9566c9a3df6,2020-01-20,239,0
544,"Primary Census Abstract for South Tripura District of Tripura, 2001",3ace2cae-defe-4135-8c0a-e9f4d41b3f96,2020-01-15,209,0
545,"Primary Census Abstract for Jhajjar District of Haryana, 2001",9aaa9d35-cf81-47fc-81b9-aacb65695cef,2020-01-21,481,0
546,"Primary Census Abstract for Gadchiroli District of Maharashtra, 2001",afe74fa7-a120-4b5e-816f-8766fb4cf186,2020-01-20,366,0
547,"Primary Census Abstract for Lahul and Spiti District of Himachal Pradesh, 2001",4147e635-8608-470a-a881-73a83926e732,2020-01-21,183,0
548,"Primary Census Abstract for Diu District of Daman & Diu, 2001 - Uttar Pradesh",76312c89-6ac5-46c9-9cb7-2179ea343722,2020-01-21,425,0
549,"Primary Census Abstract for Garhwal District of Uttaranchal, 2001 - Uttarakhand",e1585006-6cfa-42a8-8205-b12a8a50df88,2020-01-21,441,0
550,"Primary Census Abstract for Kishanganj District of Bihar, 2001",255abdb8-2382-4fb0-a4a9-2f6807957d9b,2020-01-21,318,0
551,"Primary Census Abstract for Bidar District of Karnataka, 2001",06af9ca5-57b5-4f83-a4d0-dbb8d2916dc5,2020-01-21,486,0
552,"Primary Census Abstract for Jind District of Haryana, 2001",66814781-c748-4e0a-8a75-b50fa83a0eef,2020-01-21,449,0
553,"Primary Census Abstract, 2001 - West Bengal",c81f7e0e-9b64-4054-8137-e4b678b0d690,2020-01-21,241,0
554,"Primary Census Abstract for Solapur District of Maharashtra, 2001",27563b82-7f60-4b9a-ae9f-b9162d340f7b,2020-01-15,304,0
555,"Primary Census Abstract for Jagatsinghapur District of Orissa, 2001 - West Bengal",a43eca6f-6c9c-4b68-a8a4-878609a47d42,2020-01-15,156,0
556,"Primary Census Abstract for Satna District of Madhya Pradesh, 2001",cb836fef-49d3-46f3-809a-15fbc83ea460,2020-01-15,189,0
557,"Primary Census Abstract for Karbi Anglong District of Assam, 2001",87d2359a-5d27-419e-ad23-d058fdf854be,2020-01-15,365,0
558,"Primary Census Abstract for Gulbarga District of Karnataka, 2001",3036b3d4-9dc9-4270-a62d-17964cc26f49,2020-01-21,448,0
559,"Primary Census Abstract for Dehradun District of Uttaranchal, 2001 - Andaman and Nicobar Islands",14da1fb5-c52c-4bbb-99b8-55fa11fa7163,2020-01-21,365,0
560,"Primary Census Abstract for Champhai District of Mizoram, 2001",4f566c7c-e3a6-4792-96cb-0c6ad50f5f6e,2020-01-15,119,0
561,"Primary Census Abstract for Jharsuguda District of Orissa, 2001 - Chandigarh",06b22aab-e016-4876-9883-a59f936a5220,2020-01-15,158,0
562,"Primary Census Abstract for Ri Bhoi District of Meghalaya, 2001",c8a124d9-1d39-4b83-80f7-b4a066d8ce5c,2020-01-15,186,0
563,"Primary Census Abstract for Kodarma District of Jharkhand, 2001",503d839c-c6ea-4a92-94a2-ce96181e999d,2020-01-15,384,0
564,"Primary Census Abstract for Aurangabad District of Bihar, 2001",e23e36b6-af46-45a7-a54f-bb0bbdbd7fee,2020-01-20,223,0
565,"Primary Census Abstract for Jashpur District of Chhattisgarh, 2001",cb8887cf-bf29-4e1d-9429-c482680e171e,2020-01-15,340,0
566,"Primary Census Abstract for Karaikal District of Pondicherry, 2001 - Dadra and Nagar Haveli",bf72f430-5f5e-44d6-aa48-4db61b2878b9,2020-01-20,404,0
567,"Primary Census Abstract for Sawai Madhopur District of Rajasthan, 2001",2344e266-f08a-4882-8bad-dc51fb122854,2020-01-20,62,0
568,"Primary Census Abstract for Kheri District of Uttar Pradesh, 2001",c692b44b-7445-469b-89c3-dd799f23c1cf,2020-01-20,233,0
569,"Primary Census Abstract for Banas Kantha District of Gujarat, 2001",688b6bc9-9e23-48e6-8903-dd223f33d2df,2020-01-20,232,0
570,"Primary Census Abstract for Cuddapah District of Andhra Pradesh, 2001",24a2ccd2-fdc8-4ea4-b370-3c351888e487,2020-01-20,469,0
571,"Primary Census Abstract for Nellore District of Andhra Pradesh, 2001",260d848d-b980-4fb1-a4c5-f5e2ab48cb19,2020-01-20,171,0
572,"Primary Census Abstract for Ludhiana District of Punjab, 2001",c6b1daba-a152-4ecb-bb0b-1f2b2831037a,2020-01-21,335,0
573,"Primary Census Abstract for Sabar Kantha District of Gujarat, 2001",d0b1bc3d-4de9-43b0-a696-e9bd6d32973c,2020-01-21,413,0
574,"Primary Census Abstract for Lucknow District of Uttar Pradesh, 2001",fbd6d98b-737d-4b8b-8322-7e417e2be80d,2020-01-21,363,0
575,"Primary Census Abstract for Kasaragod District of Kerala, 2001",d9f72a10-d0c6-45f7-a5ee-b3a7d811e420,2020-01-15,128,0
576,"Primary Census Abstract for Lakshadweep District of Lakshadweep, 2001",d4eb703f-5711-414a-b5d5-19f830073470,2020-01-20,350,0
577,"Primary Census Abstract for Rajsamand District of Rajasthan, 2001",e0980a6b-af62-4584-99c8-e2f062ba5fc0,2020-01-20,88,0
578,"Primary Census Abstract for Basti District of Uttar Pradesh, 2001",2bf616d2-0445-4383-93bb-cb6a00e8aba0,2020-01-20,435,0
579,"Primary Census Abstract for Chamba District of Himachal Pradesh, 2001",c1d6250e-fef3-4824-9de1-bc63c79919aa,2020-01-20,390,0
580,"Primary Census Abstract for Vidisha District of Madhya Pradesh, 2001",f77c3766-a6f5-43a0-b50e-c55e1eae87ea,2020-01-20,50,0
581,"Primary Census Abstract for Rohtas District of Bihar, 2001",841badfb-592a-4902-8fb4-9ac395ff584f,2020-01-20,237,0
582,"Primary Census Abstract for Jehanabad District of Bihar, 2001",43fdf422-ab33-4c34-a3e8-783529719ad6,2020-01-20,362,0
583,"Primary Census Abstract for Karimnagar District of Andhra Pradesh, 2001",e4ee8351-8b4c-46fb-b114-c4a0ddd0e717,2020-01-20,77,0
584,"Primary Census Abstract for Patan District of Gujarat, 2001",572df2f1-757b-448d-a4b3-87ba577644e4,2020-01-20,313,0
585,"Primary Census Abstract for Sitamarhi District of Bihar, 2001",57375d9a-e441-4621-88c5-b1b9182ff26d,2020-01-21,70,0
586,"Primary Census Abstract for Samastipur District of Bihar, 2001",9535a7fa-da2e-4396-b121-3e35d4e94ef1,2020-01-21,486,0
587,"Primary Census Abstract for Raisen District of Madhya Pradesh, 2001",c763723b-db41-44d4-b5ca-8dd4839cf8e5,2020-01-21,455,0
588,"Primary Census Abstract for Firozabad District of Uttar Pradesh, 2001",10e32d99-786f-4800-8a95-3e9f19b5968e,2020-01-21,390,0
589,"Primary Census Abstract for Dadra and Nagar Haveli District of Dadra & Nagar Haveli, 2001",6b4a4b22-1a22-4de3-8829-d89965897448,2020-01-21,101,0
590,"Primary Census Abstract for Katihar District of Bihar, 2001",01069482-e377-41d8-b1a7-ba18e37afb73,2020-01-21,250,0
591,"Primary Census Abstract for Gopalganj District of Bihar, 2001",6ce89fb0-d8b4-41b2-a2ac-19ef179f8774,2020-01-20,333,0
592,"Primary Census Abstract for Mandsaur District of Madhya Pradesh, 2001",4b6522aa-e41c-41b9-a877-b70424c8a333,2020-01-21,115,0
593,"Primary Census Abstract for Panch Mahals District of Gujarat, 2001",7577dd42-e2fe-47bf-8c35-7a9c7565a1e1,2020-01-20,57,0
594,"Primary Census Abstract for Mahrajganj District of Uttar Pradesh, 2001",f1715458-cf4b-4443-b838-2a7fd2291cad,2020-01-21,457,0
595,"Primary Census Abstract for Pudukkottai District of Tamil Nadu, 2001",ee3d910f-41ab-4499-985b-73feff00b7a9,2020-01-21,443,0
596,"Primary Census Abstract for Nagaur District of Rajasthan, 2001",6c03a049-25e3-4707-a4d3-f22500fbe798,2020-01-21,216,0
597,"Primary Census Abstract for Gorakhpur District of Uttar Pradesh, 2001",2e015739-9574-4171-a888-90bcae753aa6,2020-01-21,312,0
598,"Primary Census Abstract for Bhandara District of Maharashtra, 2001",528953b8-2e59-4bd8-9c24-9ad9ba1c35ae,2020-01-21,418,0
599,"Primary Census Abstract for Kullu District of Himachal Pradesh, 2001",a0872686-96a8-44e7-9c97-bb7e2adca560,2020-01-21,482,0
600,"Primary Census Abstract for Purnia District of Bihar, 2001",1caf44dd-4213-49d0-8944-69c798e8a5a5,2020-01-21,324,0
601,"Primary Census Abstract for Dhaulpur District of Rajasthan, 2001",4c93f499-7201-4f71-be24-b8373b87157c,2020-01-20,295,0
602,"Primary Census Abstract for Rohtak District of Haryana, 2001",ffb5dfc9-0044-4658-aaf6-e73b2e2486cc,2020-01-21,52,0
603,"Primary Census Abstract for Jaunpur District of Uttar Pradesh, 2001",6a0bd543-a844-4f9b-bac1-4add954fed59,2020-01-21,301,0
604,"Primary Census Abstract for Junagadh District of Gujarat, 2001",3b9d1c6d-8e50-4bb3-96f4-9d31fa3d569a,2020-01-21,383,0
605,"Primary Census Abstract for Narsimhapur District of Madhya Pradesh, 2001",70b66b94-2c56-49ad-8c97-610be0aee171,2020-01-21,254,0
606,"Primary Census Abstract for Sirmaur District of Himachal Pradesh, 2001",675fe55e-1912-4fa1-b318-24c736939e9e,2020-01-21,180,0
607,"Primary Census Abstract for Faizabad District of Uttar Pradesh, 2001",7bdbd814-eb88-4e4c-b264-d7cf40857b5d,2020-01-21,246,0
608,"Primary Census Abstract, 2001 - Chhattisgarh",d047428c-f35a-4465-9add-ff42863cdb1f,2020-01-21,132,0
609,"Primary Census Abstract for Jhalawar District of Rajasthan, 2001",e9661b7d-5ae6-4d62-81f8-1e8ec7a305b9,2020-01-21,122,0
610,"Primary Census Abstract for Korba District of Chhattisgarh, 2001",71449144-14f3-48c0-9244-9dd720f4dd9e,2020-01-21,90,0
611,"Primary Census Abstract for Bangalore Rural District of Karnataka, 2001",f6260ef4-fcb7-4d05-91bc-56d32dabcb30,2020-01-21,173,0
612,"Primary Census Abstract for Gajapati District of Orissa, 2001 - Daman and Diu",2c27ae79-53dd-4078-bd3e-534c186d7d81,2020-01-21,341,0
613,"Primary Census Abstract for Kannauj District of Uttar Pradesh, 2001",8bdf6dd7-74d1-4d50-88b6-8870497eebdf,2020-01-21,348,0
614,"Primary Census Abstract for Farrukhabad District of Uttar Pradesh, 2001",c397cedd-469d-4331-acf3-840d882b35fc,2020-01-21,463,0
615,"Primary Census Abstract for Tuensang District of Nagaland, 2001",6c7ad30d-ce22-4087-8460-c724acf6dffd,2020-01-21,181,0
616,"Primary Census Abstract for Daman District of Daman & Diu, 2001 - Lakshadweep",1eb4c54a-bbd1-4474-9b2a-705514abb338,2020-01-21,494,0
617,"Primary Census Abstract for Jalgaon District of Maharashtra, 2001",bd778c43-6ba2-4770-9e3b-0bc2ba5b3e1f,2020-01-20,287,0
618,"Primary Census Abstract for Bharatpur District of Rajasthan, 2001",1851bbe4-2a73-4a74-bb75-8b5ba7917571,2020-01-20,95,0
619,"Primary Census Abstract for Ballia District of Uttar Pradesh, 2001",90ab6b4d-a4fd-48a4-bc81-0adb18742497,2020-01-21,429,0
620,"Primary Census Abstract for Buxar District of Bihar, 2001",252a6a50-ee56-4ab4-9647-0ab87c27d660,2020-01-20,268,0
621,"Primary Census Abstract for Ariyalur District of Tamil Nadu, 2001",26c5766b-5b07-48e7-9f57-160cf81f8d7b,2020-01-20,120,0
622,"Primary Census Abstract, 2001 - Madhya Pradesh",924f3a05-f42f-4fac-b28b-2e7ea0cd222a,2020-01-21,469,0
623,"Primary Census Abstract for Adilabad District of Andhra Pradesh, 2001",986f23f5-e786-45cb-9364-cfa5507b5976,2020-01-20,200,0
624,"Primary Census Abstract for Senapati Excluding 3 SubDivisions District of Manipur, 2001",1e0d44ce-48c4-4184-a353-475e0a3a5a16,2020-01-20,286,0
625,"Primary Census Abstract for Chamarajanagar District of Karnataka, 2001",15277ef0-ba2b-4c2e-98a6-b9008ff4f249,2020-01-20,431,0
626,"Primary Census Abstract for North District of Delhi, 2001",5f341e90-7fe0-44ca-80ef-5a2e36595b6b,2020-01-20,313,0
627,"Primary Census Abstract for Moga District of Punjab, 2001",3f08105b-8d5f-45ed-971e-3cc584c7a198,2020-01-21,384,0
628,"Primary Census Abstract for Baran District of Rajasthan, 2001",908ea74f-be72-40f3-928e-f3edfe5f84b7,2020-01-21,416,0
629,"Primary Census Abstract for Bathinda District of Punjab, 2001",316bc22c-5544-4f90-8fd1-b9d5ae53fb30,2020-01-21,457,0
630,"Primary Census Abstract for Pathanamthitta District of Kerala, 2001",03fd75f1-0997-4a7e-828d-438860bf2265,2020-01-20,490,0
631,"Primary Census Abstract for Churu District of Rajasthan, 2001",71ce96ac-4f13-4e27-b18d-3d1c506a90dc,2020-01-21,362,0
632,"Primary Census Abstract for Parbhani District of Maharashtra, 2001",dfbb767e-e07d-4096-ae4f-3f769684c0b5,2020-01-21,491,0
633,"Primary Census Abstract, 2001 - Rajasthan",d587d1f0-bb89-44af-b390-35ffe90a7d19,2020-01-21,324,0
634,"Primary Census Abstract for Tawang District of Arunachal Pradesh, 2001",dc30dc4d-b6de-4a69-866f-2f2ee9b153ee,2020-01-21,61,0
635,"Primary Census Abstract for West Kameng District of Arunachal Pradesh, 2001",768494d1-5059-49f0-8dca-d3488a746149,2020-01-21,247,0
636,"Primary Census Abstract for Ghazipur District of Uttar Pradesh, 2001",97b1cd2a-5230-427d-95b2-5a9a4ca7404f,2020-01-21,193,0
637,"Primary Census Abstract for Kottayam District of Kerala, 2001",0c6c9018-e386-4a69-80da-e0e1767d3f70,2020-01-21,198,0
638,"Primary Census Abstract, 2001 - Dadra & Nagar Haveli",51218c3d-6fe2-4d30-898a-5b1e413fedb6,2020-01-20,253,0
639,"Primary Census Abstract for Sivaganga District of Tamil Nadu, 2001",573fa811-17ae-4095-858a-614e2e7242af,2020-01-21,164,0
640,"Primary Census Abstract for Pithoragarh District of Uttaranchal, 2001 - Puducherry",f2c2de38-2b83-44af-8bb2-bb0ec619a12e,2020-01-21,206,0
641,"Primary Census Abstract for Muktsar District of Punjab, 2001",cc238cf5-3b26-4380-aabe-478c20eae9e3,2020-01-21,140,0
642,"Primary Census Abstract for Upper Subansiri District of Arunachal Pradesh, 2001",c136f785-396e-4e20-a705-3038caad78b0,None,398,0
643,"Primary Census Abstract for Saran District of Bihar, 2001",d5e9e624-f989-4ba2-9247-3d76ce4cdc94,None,143,0
644,"Primary Census Abstract, 2001 - Manipur",c2161919-616e-4f97-86d0-b914c6a81d64,None,128,0
645,"Primary Census Abstract for Kangra District of Himachal Pradesh, 2001",1262c0b4-4654-44ef-84fe-c8661741e589,None,461,0
646,"Primary Census Abstract for Washim District of Maharashtra, 2001",79f64d35-cb82-4079-94d3-880c2fc1bf50,None,207,0
647,"Primary Census Abstract, 2001 - Uttaranchal",31c18ca1-8cc1-4c58-b39d-6c67b6d2affe,None,388,0
648,"Primary Census Abstract for Madurai District of Tamil Nadu, 2001",25377a53-3dfb-4739-91c5-7f3f12ff72cc,None,343,0
649,"Primary Census Abstract for Doda District of Jammu & Kashmir, 2001 - Andhra Pradesh",dd81db6c-cc64-47a9-ac61-aac7468cdf4a,None,438,0
650,"Primary Census Abstract, 2001 - Sikkim",c6640628-2a26-4971-87c3-54dcb17a24f3,None,114,0
651,"Primary Census Abstract for Muzaffarpur District of Bihar, 2001",a0032ed5-8dab-47c0-bf86-37e672cfc63a,None,186,0
652,"Primary Census Abstract for Pondicherry District of Pondicherry, 2001 - Arunachal Pradesh",13cea57b-d86d-4813-ab79-213c126b557a,None,335,0
653,"Primary Census Abstract for Chandigarh District of Chandigarh, 2001",1383e49e-1d34-42bd-a28e-31f440f90fda,None,497,0
